"id","percent_dem","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
2645,37.1439233735539,8039,"Crisp County, Georgia",22509,10862,11647,1397,1433,1565,1868,1206,2446,2732,2545,1479,1605,2492,1188,553,40.2,5399,17746,17110,16174,5203,4233,17110,7981,9129,4233,1863,2370,22509,22207,302,22207,11813,10303,0,0,0,0,0,26,2,0,18,0,0,6,0,23,23,0,0,0,42,302,61,49,46,9,12106,10380,58,72,23,179,792,735,7,50,0,21717,11160,10303,0,26,23,10,195,30,165,10810,16916,7927,8989,2070,236,805,911,118,15040,775,1820,5994,3079,1317,1152,903,12445,2055,2446,2121,480,2732,2175,200,5629,4935,818,4233,3214,557,"31530","33759","34823","37640","41308","768235","846758","864994","954810","946474",5
2646,57.147697184455,430929,"Hamilton County, Ohio",815790,393951,421839,53240,51839,51986,53347,53343,124103,96992,97544,55709,52008,72595,35353,17731,36.8,187494,648536,628296,594011,155937,125679,628296,298771,329525,125679,53696,71983,815790,784804,30986,784804,542980,208444,901,80,59,0,9,22196,7502,4894,1518,521,1405,947,5409,551,82,89,10,370,9732,30986,14778,2564,4021,985,570223,228401,5762,28625,1138,14913,28022,10564,3538,1558,12362,787768,526944,206875,650,22108,548,3925,26718,1816,24902,380100,606735,286660,320075,76261,8013,27501,29302,11445,552035,13019,32386,142189,103771,46022,129331,85317,506630,214648,124103,117060,55995,96992,90290,44063,205261,188121,74117,125679,111159,40473,"54663","56406","58623","60698","64043","72661768","74944547","76324413","82302232","81297851",1
2647,31.5130877164191,24374,"Hall County, Nebraska",61338,31044,30294,4760,4439,5018,4048,3622,7994,7530,7367,3958,3439,5151,2514,1498,36.1,16854,46309,44484,42364,11032,9163,44484,22268,22216,9163,4227,4936,61338,58975,2363,58975,48492,1808,432,111,8,1,42,687,26,56,51,37,17,140,360,247,103,131,0,13,7309,2363,271,193,212,18,50735,2151,734,1069,275,8904,17572,10332,158,1285,5797,43766,40255,1633,243,681,145,88,721,1,720,25022,39467,19324,20143,5033,918,1982,1745,388,39451,2909,2911,11842,9889,3539,5681,2680,33631,8361,7994,6730,1849,7530,6313,1620,14764,12725,3153,9163,7863,1739,"39828","41377","42212","43633","47179","3418801","3462448","3545479","3683429","3787279",4
2648,54.7300564061241,6205,"Washington County, North Carolina",11788,5600,6188,247,847,886,889,679,987,1091,1357,874,1046,1655,873,357,46.9,2374,9705,9414,8672,3621,2885,9414,4308,5106,2885,1257,1628,11788,11551,237,11551,5416,5727,53,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,320,237,16,7,92,0,5650,5746,62,127,0,442,644,586,16,1,41,11144,5216,5727,41,35,0,26,99,0,99,6450,9248,4167,5081,1174,278,528,358,10,8240,807,511,2945,2145,774,884,174,6922,1058,987,870,74,1091,962,116,3277,2847,425,2885,2243,443,"34429","35219","35823","38154","41632","288426","256805","265538","276414","307494",6
2649,33.3213067436368,30488,"Laurens County, South Carolina",66990,32572,34418,3885,4228,4115,4256,4194,8172,7553,8795,4980,4421,7317,3703,1371,40.7,14683,53723,52307,49493,15068,12391,52307,24751,27556,12391,5413,6978,66990,64310,2680,64310,46841,15768,92,0,0,14,0,352,116,46,72,10,29,0,79,50,0,50,0,0,1207,2680,1435,258,87,54,49345,17437,448,470,139,1914,3425,2038,547,210,630,63565,45233,15719,92,351,50,43,2077,123,1954,31469,51218,24098,27120,5995,795,2158,2614,428,46312,2782,5513,16269,9045,4747,5352,2604,38017,7956,8172,6895,1429,7553,6426,1200,18196,14970,3013,12391,9726,2314,"32771","34200","34971","36102","38476","2684696","2322598","2323942","2350453","2311573",3
2650,17.0691313174484,18718,"Lawrence County, Tennessee",43780,21478,22302,2893,3037,3121,2875,2338,5406,4879,5846,3043,2634,4402,2412,894,39.4,10933,34040,32847,31379,9336,7708,32847,15885,16962,7708,3407,4301,43780,42917,863,42917,41544,757,121,18,0,0,75,180,155,0,0,0,24,0,1,56,0,56,0,0,259,863,254,338,99,0,42393,1064,459,279,56,431,1036,777,126,53,80,42744,40756,757,121,179,56,158,717,39,678,18256,32591,15669,16922,3331,426,1493,1276,136,29516,2219,2417,12983,5702,2103,2373,1719,24880,4092,5406,4912,855,4879,4332,777,11523,9820,1391,7708,5816,1069,"32473","33771","34358","35784","37678","1031533","1029222","1046412","1092263","1094090",5
2651,68.0699237332931,26486,"McKinley County, New Mexico",71956,34751,37205,5041,5815,6363,5524,4869,10711,8495,8005,4094,4158,5329,2517,1035,32.8,20668,53723,51288,48090,11235,8881,51288,24206,27082,8881,3683,5198,71956,68442,3514,68442,9404,379,54439,13,27,43816,19,797,65,17,496,8,42,36,133,120,49,7,64,0,3303,3514,57,1578,113,246,11920,744,57367,942,183,4744,10391,7369,239,0,2783,61565,6043,329,52663,755,120,92,1563,33,1530,26348,50444,23809,26635,6944,1496,2971,2358,119,44344,3757,5866,16131,10174,3295,2696,2425,34721,5121,10711,9409,1163,8495,7101,967,16257,12798,1955,8881,5413,1036,"25497","25805","26794","28158","31889","2272149","2257325","2445484","2679655","2493628",5
2652,26.664152366585,5303,"Keokuk County, Iowa",10163,5190,4973,589,669,600,659,514,1082,1113,1158,746,819,1156,744,314,43.4,2319,8138,7844,7497,2633,2214,7844,3949,3895,2214,1031,1183,10163,10022,141,10022,9882,40,9,0,0,0,0,12,1,0,11,0,0,0,0,2,2,0,0,0,77,141,76,17,18,0,10010,133,30,33,14,88,205,189,10,0,6,9958,9768,40,6,12,2,0,130,0,130,4880,7768,3900,3868,712,102,212,369,29,7132,125,362,2970,1479,882,963,351,6645,1314,1082,1050,321,1113,1033,199,2723,2546,473,2214,2016,321,"42034","42867","44226","45012","48468","357953","338616","350938","348829","323667",6
2653,58.0390612267072,220884,"Hidalgo County, Texas",861137,421929,439208,76992,74953,82330,75178,66070,116083,108688,94045,35945,35503,53316,31465,10569,29.4,280998,611466,580139,537305,116570,95350,580139,279086,301053,95350,42143,53207,861137,762656,98481,762656,653925,4838,1350,36,2,44,6,8453,1617,458,3551,340,731,1155,601,277,12,127,0,138,93813,98481,857,1379,631,9,751435,6091,3426,9750,313,189202,794879,763843,2876,895,27265,66258,50969,3816,624,8114,202,1583,950,205,745,281380,431229,210303,220926,94525,16970,28167,43667,5721,485614,96557,64036,115900,90946,24439,64879,28857,325021,93736,116083,94887,24259,108688,77983,22721,165493,105981,32956,95350,46170,13800,"25593","26052","27060","28256","31342","19931394","20492754","21491691","22550219","23166909",3
2654,18.1526472610589,4363,"Lake County, Oregon",7896,4190,3706,349,371,479,330,385,885,900,1005,673,551,1193,567,208,47.5,1482,6617,6414,6314,2358,1968,6414,3466,2948,1968,1051,917,7896,7628,268,7628,7252,23,222,61,7,13,0,96,31,9,32,18,6,0,0,0,0,0,0,0,35,268,21,151,30,7,7500,51,400,151,13,69,679,539,107,0,33,7217,6644,23,218,87,0,4,241,6,235,4538,6242,3388,2854,432,57,215,160,0,5982,218,505,2040,1570,486,728,435,5259,1163,885,765,164,900,859,285,2229,1910,385,1968,1725,329,"38655","37189","39710","40872","44274","295873","250135","299133","311988","319972",6
2655,25.1863619699377,8183,"Tattnall County, Georgia",25392,14936,10456,1320,1479,1520,1246,1834,4287,3801,3304,1884,1263,2034,986,434,37.7,5199,20779,20193,19568,4072,3454,20193,12119,8074,3454,1448,2006,25392,24879,513,24879,14722,7382,112,35,0,0,0,35,9,0,0,0,0,12,14,5,5,0,0,0,2623,513,100,40,18,5,15198,7594,157,128,11,2892,3012,2438,236,21,317,22380,14454,7332,55,35,5,217,282,38,244,10043,18988,11534,7454,2200,711,928,472,89,17993,1409,2663,7135,2943,1317,1389,1137,13921,2526,4287,3020,245,3801,3006,786,6451,5204,1022,3454,2691,473,"28872","30671","30650","31135","32553","607769","641361","658820","596041","566767",6
2657,21.6541142349254,21377,"Rusk County, Texas",53988,28816,25172,3027,3517,3400,3557,3335,7184,7366,6618,3477,3480,5194,2678,1155,38.2,12017,43242,41971,39807,10756,9027,41971,22776,19195,9027,4165,4862,53988,51196,2792,51196,41091,8831,82,21,0,0,0,293,146,59,3,0,34,17,34,29,24,0,5,0,870,2792,727,593,39,93,43698,9771,827,418,42,2101,9224,8249,273,113,589,44764,34140,8807,68,293,29,27,1400,102,1298,21723,39240,21123,18117,4819,891,1922,1918,88,37152,2460,3997,11963,9322,3485,3858,2067,30695,5925,7184,6011,771,7366,5963,1216,13575,11221,2103,9027,7500,1835,"35653","36609","38474","39860","41911","2286758","2428637","2614450","2533695","2403254",4
2658,37.191533535352,131011,"Union County, North Carolina",235767,116112,119655,13397,16779,20415,19914,14177,22750,31990,38395,16726,11456,18505,8346,2917,38.6,63318,181352,172449,162101,36659,29768,172449,83812,88637,29768,13214,16554,235767,228377,7390,228377,187121,27297,574,22,0,0,0,7804,3863,1074,566,78,412,1006,805,68,24,36,0,8,5513,7390,2600,950,920,212,193958,30594,2142,9060,168,7822,26526,15614,2806,667,7439,209241,168665,26605,474,7804,57,510,5126,255,4871,82547,162002,78415,83587,21364,3563,7341,8494,1966,151085,5891,9840,35678,31772,13507,37178,17219,135354,54397,22750,20381,7082,31990,28679,14335,66577,60967,25905,29768,25327,7075,"49530","51142","53453","55973","59055","6912744","7586600","8042287","8393530","8493308",2
2661,35.8861144945189,26272,"Ogle County, Illinois",50793,25182,25611,2751,2964,3558,3324,2704,5710,6051,6852,3626,3815,5178,2669,1591,42.5,11449,40710,39344,37801,11526,9438,39344,19345,19999,9438,4288,5150,50793,48928,1865,48928,47026,529,147,10,20,0,0,219,5,2,23,15,67,35,72,33,33,0,0,0,974,1865,436,203,170,0,48881,965,350,399,55,2008,5258,4686,247,48,277,45535,43613,529,110,219,8,92,964,262,702,22687,38349,18733,19616,3852,396,1349,1905,202,35492,1310,2091,12073,8268,4026,5032,2692,32091,7724,5710,5504,1355,6051,5373,1531,14293,13172,3211,9438,8042,1627,"42408","43535","45096","45804","48779","2821921","2745430","2728651","2842755","2911637",5
2662,50.3111111111111,19125,"Nicollet County, Minnesota",34176,17039,17137,2021,2074,2248,2652,2950,4519,4110,3865,2004,2304,3123,1531,775,36.1,7529,27368,26647,24352,6979,5429,26647,13422,13225,5429,2550,2879,34176,32721,1455,32721,31029,858,16,0,0,0,2,522,54,124,78,22,102,43,99,0,0,0,0,0,296,1455,473,118,216,3,32347,1638,300,818,78,637,1595,1180,53,22,340,32581,30080,836,10,507,0,10,1138,70,1068,13600,25810,13038,12772,4416,291,1123,2611,391,22231,536,840,5466,4875,2868,5092,2554,20855,7646,4519,4243,1643,4110,3929,1739,8173,7698,2776,5429,4985,1488,"44756","47221","48524","50427","53688","1401967","1551034","1662392","1646226","1624319",4
2663,33.6383933505759,45237,"Laramie County, Wyoming",99272,50481,48791,6158,6253,6720,6045,6506,14826,12186,11760,6403,6539,9466,4334,2076,37.4,22824,78939,76448,72675,20071,15876,76448,38759,37689,15876,7374,8502,99272,93308,5964,93308,87433,1782,798,33,12,0,70,1129,208,223,251,53,230,17,147,175,31,144,0,0,1991,5964,1557,729,811,61,93097,4074,2142,2420,365,4209,14982,11239,324,7,3412,84290,77541,1641,619,1120,87,125,3157,126,3031,43841,74963,38188,36775,8858,968,4027,3277,586,67590,1116,2840,17238,17265,8705,12776,7650,63634,20426,14826,13942,4371,12186,11505,4195,24702,23394,7207,15876,14793,4653,"48294","49620","52113","53181","54959","5178542","5319566","5828977","6040454","5709277",4
2665,27.7203144393877,4834,"Howard County, Arkansas",13267,6328,6939,939,835,1044,1000,682,1316,1890,1536,682,969,1335,763,276,39.6,3454,10223,9813,9404,2923,2374,9813,4584,5229,2374,1060,1314,13267,12930,337,12930,8800,2722,57,41,0,0,0,116,0,63,34,0,0,19,0,17,0,0,0,17,1218,337,60,182,0,0,9093,2838,239,116,17,1313,1680,1521,0,0,159,11587,8462,2722,37,116,17,0,233,2,231,6255,9128,4300,4828,1046,227,322,478,19,8767,316,910,3508,2044,780,900,309,7541,1209,1316,1197,245,1890,1618,303,3187,2817,398,2374,1909,263,"33809","35753","36587","34864","35669","622068","630792","653988","593009","580088",6
2667,23.9602116234371,50467,"Bartow County, Georgia",106456,52667,53789,6916,7074,7147,7104,7071,13756,13674,14957,7640,6287,9128,4368,1334,38.2,25703,83873,80753,76644,18673,14830,80753,39412,41341,14830,6692,8138,106456,101935,4521,101935,86828,10680,154,96,0,0,0,983,193,33,126,10,34,0,587,62,60,0,0,2,3228,4521,1717,680,331,17,91103,12768,987,1501,108,4767,9459,6624,543,94,2198,96997,80700,10465,134,983,62,1619,3034,191,2843,41684,77890,38066,39824,9609,1922,4504,2655,528,71144,3156,6631,25475,16408,5396,9630,4448,61357,14078,13756,12181,2848,13674,12248,3165,28884,25005,5395,14830,11923,2670,"36148","37035","38322","40386","43775","4745880","4903905","5070087","5226185","5207467",2
2668,29.7190201729107,2776,"Buena Vista city, Virginia",6477,2899,3578,338,403,416,593,709,733,527,866,272,452,646,384,138,35.6,1338,5252,5139,4631,1415,1168,5139,2318,2821,1168,473,695,6477,6222,255,6222,5729,389,7,0,0,0,0,23,0,0,0,0,0,23,0,20,20,0,0,0,54,255,15,215,6,0,5971,415,230,40,20,62,92,33,0,0,59,6385,5690,389,7,23,20,7,249,8,241,2866,5087,2318,2769,1121,29,244,803,45,4018,180,634,1356,896,185,407,360,3204,767,733,603,144,527,459,113,1590,1263,388,1168,879,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2669,12.5208681135225,1198,"Morton County, Kansas",2656,1268,1388,111,286,136,199,97,414,223,290,213,158,274,164,91,39.8,642,2095,2014,1892,656,529,2014,947,1067,529,233,296,2656,2413,243,2413,2340,2,5,0,0,0,0,57,31,0,23,0,3,0,0,0,0,0,0,0,9,243,6,56,0,0,2583,8,61,57,22,168,629,608,0,0,21,2027,1884,2,0,57,0,0,84,0,84,1451,1865,855,1010,187,78,77,32,0,1827,146,139,569,473,202,222,76,1542,298,414,349,31,223,147,43,661,597,87,529,449,137,"33290","38523","42323","42126","49035","97499","141976","144466","124274","126534",6
2670,17.4356895407975,27134,"Darke County, Ohio",51387,25553,25834,3093,3038,3832,3366,2858,5377,5925,6549,3899,3437,5488,3293,1232,41.8,12185,40512,39202,37502,11972,10013,39202,19312,19890,10013,4454,5559,51387,50749,638,50749,49965,373,125,26,0,0,21,183,0,96,87,0,0,0,0,0,0,0,0,0,103,638,286,136,43,0,50491,669,263,346,133,133,818,573,13,8,224,50569,49301,373,123,183,0,0,589,6,583,22975,38897,19073,19824,4002,686,1837,1214,265,35200,666,2724,16453,7044,2889,3483,1941,31810,5424,5377,4985,1013,5925,5524,1231,13885,12697,1937,10013,8604,1243,"39230","41020","43448","43415","47615","1941555","2169857","2356910","2086185","2194161",5
2673,41.3386430867938,280239,"Lancaster County, Pennsylvania",543050,265957,277093,35391,35235,35662,35941,33923,71443,61810,64907,36426,34595,52989,29816,14912,38.7,127835,428872,415215,394060,117709,97717,415215,200474,214741,97717,43470,54247,543050,525583,17467,525583,475443,22102,486,104,0,0,11,12487,2122,2330,1117,221,594,3218,2885,113,53,38,20,2,14952,17467,7071,1523,2198,186,491403,31138,2717,15414,570,20230,58450,5214,36788,1857,14591,484600,441681,18166,233,12359,75,1321,10765,866,9899,212160,405060,195652,209408,48317,9833,17725,14999,5760,366898,24899,27795,127761,53386,28295,67413,37349,314204,104762,71443,61529,24293,61810,53413,20339,135928,118892,35477,97717,80370,24653,"47545","49731","52037","54061","58214","27292736","28992613","29977569","30899703","30081287",3
2674,41.8810717295835,90172,"Tuscaloosa County, Alabama",208854,100545,108309,12507,12416,11694,19321,21976,31141,24787,23439,11788,12070,16966,7835,2914,33.2,43767,169597,165087,147511,34878,27715,165087,78325,86762,27715,11922,15793,208854,205314,3540,205314,132297,67305,453,84,0,0,0,3435,531,1091,367,48,203,729,466,45,21,0,24,0,1779,3540,598,645,466,197,135345,68517,1367,4042,161,3245,7966,4906,386,326,2348,200888,127502,67100,303,3430,45,192,2316,228,2088,91719,160422,75740,84682,34147,1544,9518,20371,2714,130940,3616,10107,37890,27664,10881,23944,16838,117217,40782,31141,28871,10839,24787,22147,7527,47297,42053,14647,27715,24146,7769,"34785","35730","36664","37898","40463","9467266","10176926","10697775","11146745","10470550",4
2675,52.7083288700359,140031,"Atlantic County, New Jersey",264650,128154,136496,14483,15286,16434,16695,17248,31720,29356,35942,21208,18372,27713,14665,5528,41.8,56260,215732,208390,197297,58343,47906,208390,99387,109003,47906,21198,26708,264650,249134,15516,249134,167448,37622,1303,123,8,35,11,20803,6331,3682,3681,231,1315,2521,3042,127,8,40,15,64,21831,15516,4880,381,1921,458,180414,44547,2714,23921,408,28742,50562,13098,17103,766,19595,214088,147712,36017,605,20650,111,759,8234,869,7365,128472,191213,91276,99937,23886,2306,7794,11027,2759,184504,8882,13548,59531,36183,13262,34403,18695,162074,53098,31720,29280,9687,29356,25536,9567,75522,67203,21770,47906,40055,12074,"43605","44969","46585","50196","55273","13459062","13511640","13813012","14548795","13532711",3
2676,34.5080251221214,25794,"Marion County, West Virginia",56233,27866,28367,3147,3193,3041,3582,4586,6697,6558,7017,3381,3996,6512,3148,1375,41,11235,46193,44998,42386,13381,11035,44998,21993,23005,11035,4943,6092,56233,55207,1026,55207,52303,1962,149,83,0,10,0,312,0,65,172,20,0,0,55,0,0,0,0,0,481,1026,374,218,107,16,53283,2439,460,453,34,681,747,314,95,11,327,55486,51765,1960,148,312,0,427,874,76,798,26371,44760,21796,22964,6314,570,2176,3014,554,38684,1152,2628,15663,7125,3191,5609,3316,34904,8925,6697,6211,1754,6558,6116,2137,14394,13298,3076,11035,9279,1958,"38677","40854","42404","43460","45569","2067742","2314327","2363689","2395040","2015860",5
2677,25.8195850739928,28246,"Ward County, North Dakota",68962,36164,32798,5171,4765,3973,4282,7301,12585,8331,6614,3747,3495,4709,2627,1362,31.6,16244,54315,52718,49127,10810,8698,52718,27762,24956,8698,3909,4789,68962,65940,3022,65940,59095,3270,1291,66,429,104,240,1017,156,92,470,76,75,15,133,186,53,60,60,13,1081,3022,736,914,708,17,62039,4135,2365,1830,225,1609,4448,3077,409,3,959,64514,56647,3124,1264,982,170,25,2302,77,2225,33083,50926,26986,23940,9248,887,3403,3957,1001,43470,1005,1373,13462,9828,5176,8877,3749,41092,12626,12585,12006,3723,8331,7953,3171,13856,13155,3826,8698,7978,1906,"50823","50649","53427","55233","57047","4018145","3942083","4178393","4148412","3871093",5
2678,26.3310990261793,15814,"Ashe County, North Carolina",27009,13288,13721,1100,1166,1600,1379,1181,2792,3067,3483,1964,2428,4041,2044,764,48.6,4763,22935,22246,21493,8267,6849,22246,10815,11431,6849,3131,3718,27009,26493,516,26493,25891,199,77,11,0,0,0,162,0,0,11,1,14,136,0,15,11,4,0,0,149,516,108,110,10,3,26395,321,195,176,19,428,1349,1035,128,101,85,25660,24959,199,77,152,15,12,246,14,232,17835,21698,10461,11237,1663,192,824,486,161,20583,801,2012,6424,4782,2440,2785,1339,17770,4124,2792,2492,653,3067,2799,631,7875,6863,1327,6849,5616,1513,"33481","34273","35619","38065","41284","760969","795602","841313","868071","869706",6
2681,28.9417974871471,36373,"Putnam County, Florida",73784,36288,37496,4211,4255,4650,3969,3884,8302,7660,8581,5810,5564,9839,5506,1553,45,15760,59581,58024,56017,20277,16898,58024,28349,29675,16898,8101,8797,73784,71197,2587,71197,57871,12026,276,16,0,0,52,445,2,144,76,4,16,49,154,16,0,0,16,0,563,2587,869,432,107,42,60322,12937,774,636,92,1624,7483,3736,2401,655,691,66301,52447,11861,253,435,16,177,1112,16,1096,37497,56070,27226,28844,5209,1045,2580,1366,218,52815,2549,6646,22309,9843,4309,4765,2394,43620,7159,8302,7029,608,7660,6329,1052,19955,16148,2473,16898,14114,3026,"30734","31991","32994","34224","37129","2144630","2162433","2252459","2314679","2357071",5
2682,14.6760895170789,8490,"Polk County, Arkansas",19999,9747,10252,1158,1294,1276,1286,967,2053,2190,2383,1349,1479,2618,1521,425,44.4,4590,15889,15409,14880,5434,4564,15409,7462,7947,4564,2117,2447,19999,19259,740,19259,18052,104,319,71,0,0,0,61,48,0,0,0,0,13,0,21,0,0,0,21,702,740,49,541,0,0,18792,153,860,61,56,817,1311,1240,15,0,56,18688,17451,104,284,61,21,148,619,5,614,10130,14863,7133,7730,1391,231,659,453,48,14018,742,1333,5068,3637,1093,1370,775,11943,2145,2053,1979,341,2190,1801,334,5211,4276,773,4564,3887,697,"28657","29851","31086","31293","33816","496478","518406","551818","541876","543993",6
2683,19.7257246847784,15386,"Sequoyah County, Oklahoma",41687,20507,21180,2686,2632,2820,2739,2421,4896,4792,5511,3090,2495,4471,2387,747,40.8,9903,32996,31784,30380,9006,7605,31784,15410,16374,7605,3449,4156,41687,37459,4228,37459,26487,882,9009,7882,0,0,63,323,57,6,57,11,0,34,158,23,10,0,1,12,735,4228,194,3558,25,132,30475,1323,12889,494,81,799,1880,1419,83,0,378,39807,25762,804,8920,323,23,24,3951,9,3942,19356,31387,15148,16239,3395,779,1421,1077,118,28389,1638,3411,11294,5414,2724,2749,1159,23340,3908,4896,4151,565,4792,4141,728,11096,9064,1411,7605,5984,1204,"32876","33440","34226","35943","39081","700024","715718","724011","826867","833002",3
2688,28.3241597376742,42695,"Carteret County, North Carolina",69301,33928,35373,2828,3348,3677,3639,3122,6863,7652,9130,5263,6473,10528,5048,1730,49.2,12106,58726,57195,55352,21340,17306,57195,27663,29532,17306,8020,9286,69301,66781,2520,66781,61715,3418,212,9,0,0,12,786,201,98,152,85,49,182,19,45,38,0,0,7,605,2520,1213,475,295,37,64067,4866,935,1253,118,876,3011,1634,611,72,694,66290,59743,3399,178,782,45,104,2039,130,1909,50595,56337,27186,29151,4508,815,1613,1778,302,52687,1141,3005,13361,14036,6108,8961,6075,48541,15036,6863,6484,2170,7652,7067,2195,20866,19217,5393,17306,15773,5278,"46536","48341","50027","53601","57329","2326385","2521474","2523537","2742100","2722288",5
2690,21.377331420373,4182,"Clay County, Kansas",8030,4019,4011,522,477,555,355,417,766,978,893,407,665,1052,563,380,44.1,1844,6374,6186,6084,2407,1995,6186,3087,3099,1995,918,1077,8030,7938,92,7938,7731,81,80,0,0,0,0,46,0,0,1,27,15,0,3,0,0,0,0,0,0,92,3,58,15,0,7823,84,138,61,3,13,213,172,0,0,41,7817,7518,81,80,46,0,0,92,13,79,4097,6127,3087,3040,482,34,150,281,17,5704,86,264,2037,1270,471,1048,528,5354,1576,766,733,325,978,952,414,1965,1836,566,1995,1833,271,"37884","39560","41341","43108","47886","251192","268518","290889","316752","314861",6
2691,26.7878077373974,5118,"Morrow County, Oregon",11425,5745,5680,836,898,865,953,658,1193,1454,1233,778,842,1055,462,198,38.3,3159,8716,8266,7734,2147,1715,8266,4227,4039,1715,853,862,11425,10467,958,10467,9548,29,126,0,0,5,22,92,5,0,72,0,0,15,0,31,3,18,10,0,641,958,79,257,12,0,10506,222,383,116,46,1224,4223,3847,102,7,267,7202,6698,23,45,92,31,0,313,0,313,4699,6813,3462,3351,1051,205,391,341,114,7215,676,903,2503,1899,579,473,182,5636,655,1193,969,115,1454,962,93,2853,2169,331,1715,1536,116,"44240","41248","43719","46189","48990","1260860","1364214","1362315","1469185","1381970",5
2692,45.0045954318004,146885,"Tulare County, California",463955,231958,231997,36942,40825,41351,37509,33127,66018,58804,50818,24416,21319,31033,14220,7573,31.2,142777,337076,321178,300803,64697,52826,321178,158887,162291,52826,23886,28940,463955,426795,37160,426795,309798,7606,5955,177,11,107,38,17310,1234,1474,7137,536,670,804,5455,618,91,183,99,245,85508,37160,1732,3685,2033,230,344521,10360,11214,21845,1686,113369,301919,288097,1375,622,11825,162036,128751,5923,2592,15857,528,1472,6913,455,6458,150079,261092,126027,135065,46977,6544,16816,21976,1641,274201,47266,29683,72791,61401,23213,26811,13036,197252,39847,66018,54626,9358,58804,41340,9485,96553,64770,12910,52826,36516,8094,"37354","38212","38297","40061","45556","16255420","17353415","17765237","18802748","18911159",3
2693,22.990625480252,6507,"Fergus County, Montana",11167,5714,5453,591,532,782,571,516,1282,1307,1213,801,923,1493,768,388,45,2342,9159,8825,8655,3140,2649,8825,4400,4425,2649,1314,1335,11167,11018,149,11018,10482,80,182,0,3,31,37,167,0,33,95,0,39,0,0,8,8,0,0,0,99,149,12,70,0,0,10616,98,273,171,24,147,148,136,0,3,9,11019,10441,80,182,167,8,0,141,40,101,5899,8757,4373,4384,650,56,260,292,42,8175,140,304,2568,2016,923,1655,569,7731,2224,1282,1252,401,1307,1224,605,2937,2742,737,2649,2513,481,"38924","38657","40824","44026","45728","439885","539352","524032","532445","518773",6
2696,46.856389314276,94032,"Winnebago County, Wisconsin",170924,86174,84750,9347,9756,9905,11416,14896,22648,20383,21823,12735,10326,15638,7811,4240,38.3,35080,139925,135844,127875,33762,27689,135844,68173,67671,27689,12450,15239,170924,166579,4345,166579,155159,3996,822,41,177,2,13,4932,447,497,82,7,349,145,3405,120,0,13,0,107,1550,4345,1346,799,1020,50,159428,5515,1738,6036,150,2532,7230,5075,1077,52,1026,163694,150071,3910,816,4932,120,90,3755,618,3137,76023,133411,66821,66590,20240,1570,5965,10514,2191,115604,2214,5439,38053,23564,12828,23770,9736,107951,33506,22648,21387,7600,20383,19205,6833,44884,42089,12866,27689,25270,6207,"44594","45700","47717","49145","51751","10074941","10083602","10548159","11031285","10782058",4
2697,28.8385727281917,9893,"Nodaway County, Missouri",22199,11122,11077,1056,847,997,3045,3810,2406,2207,2054,1151,1292,1733,1050,551,30,3525,19166,18674,15019,4129,3334,18674,9322,9352,3334,1502,1832,22199,21821,378,21821,20724,573,47,23,0,0,3,324,10,66,69,34,21,30,94,24,0,0,0,24,129,378,126,76,69,0,21094,705,131,401,37,222,392,196,26,28,142,21807,20452,573,46,324,24,64,324,38,286,9780,18399,9159,9240,6230,149,981,4901,199,12444,342,494,4732,2591,880,1943,1462,11608,3405,2406,2256,788,2207,2140,660,4497,4280,1273,3334,2932,684,"29176","30260","31434","33241","37241","721662","696458","697205","735020","780125",5
